kawa/herbata,napoje,piwo,lody,ciasto,zupa,zapiekanka,pizza,spaghetti,kebab,frytki,rollokebs,mean_prep, mean_difficulty, mean_price, dodaj
38,41,43,48,12,9,50,10,41,38,44,41,10.9301204819,3.87710843373,18.2024096386,drogie/czasochlonne
48,49,2,37,31,43,30,28,42,29,35,41,14.156626506,4.20963855422,19.4891566265,drogie/proste
30,37,34,30,30,38,37,30,30,32,40,29,13.9445843829,4.05037783375,19.1989924433,drogie/proste
52,10,61,44,15,13,39,19,54,16,13,41,11.4482758621,3.83819628647,19.7824933687,drogie/czasochlonne
13,53,51,32,19,22,26,55,64,24,25,22,14.2931034483,4.04187192118,21.4088669951,tanie/proste
15,59,53,22,61,64,18,52,12,15,21,30,16.1658767773,3.52369668246,19.2464454976,drogie/proste
28,34,38,36,4,44,37,50,32,33,24,44,13.4628712871,4.31683168317,22.3415841584,tanie/czasochlonne
21,24,30,25,29,18,70,21,46,55,21,32,12.568877551,4.40306122449,21.7193877551,tanie/czasochlonne
21,32,27,38,33,33,72,29,26,44,35,25,13.6795180723,3.91807228916,20.1204819277,drogie/proste
68,28,30,36,34,48,24,40,32,27,23,33,14.2695035461,3.85106382979,19.6028368794,drogie/proste
51,59,14,48,15,40,27,51,15,55,17,12,13.0965346535,4.0297029703,20.4084158416,drogie/czasochlonne
47,44,18,18,18,55,53,41,9,51,18,20,12.7831632653,4.00255102041,20.7525510204,tanie/czasochlonne
18,22,19,17,55,28,30,57,23,61,18,56,15.9603960396,4.63366336634,25.1683168317,tanie/proste
34,40,37,7,5,39,37,43,32,49,32,37,12.387755102,4.34948979592,21.5102040816,tanie/czasochlonne
57,20,22,17,46,24,25,53,11,45,28,51,14.4085213033,4.33834586466,23.3533834586,tanie/proste
22,34,16,63,22,34,26,59,29,15,30,27,15.976127321,4.13262599469,21.8435013263,tanie/proste
14,19,41,51,40,49,47,15,22,51,11,17,14.4190981432,3.9575596817,18.8196286472,drogie/proste
37,18,22,22,36,31,72,25,62,33,30,33,14.0427553444,4.26128266033,20.5273159145,tanie/proste
18,49,46,48,28,18,25,33,26,69,21,25,12.5098522167,3.97044334975,21.2881773399,tanie/czasochlonne
78,25,35,34,30,29,34,30,40,27,29,32,12.9692671395,3.99290780142,18.8581560284,drogie/czasochlonne
69,30,26,22,28,56,24,62,29,28,23,26,15.0141843972,4.17966903073,21.7352245863,tanie/proste
32,65,14,53,17,18,17,54,43,22,24,51,13.8,4.13170731707,22.343902439,tanie/proste
28,28,36,30,35,24,32,28,32,64,28,27,13.4132653061,4.05357142857,21.0382653061,tanie/czasochlonne
6,55,47,37,11,46,14,13,35,13,54,45,13.3457446809,3.81382978723,16.9388297872,drogie/czasochlonne
16,30,64,27,19,70,22,20,56,23,22,52,13.9049881235,4.17814726841,19.2114014252,drogie/proste
19,14,47,21,20,48,23,44,47,46,14,49,14.512755102,4.86224489796,23.4617346939,tanie/proste
17,12,25,22,19,21,40,49,55,12,60,44,15.7287234043,4.6329787234,22.045212766,tanie/proste
32,34,28,34,26,32,57,29,26,41,36,40,12.9662650602,4.2313253012,20.0795180723,drogie/czasochlonne
20,31,65,23,46,54,32,28,26,22,30,29,14.7512315271,3.71428571429,18.6133004926,drogie/proste
51,54,47,33,13,11,44,46,12,52,44,8,11.3277108434,3.46746987952,19.9879518072,drogie/czasochlonne
47,72,16,20,9,15,45,45,20,70,15,49,10.3593380615,4.12529550827,23.0023640662,tanie/czasochlonne
41,30,28,27,49,22,40,32,32,27,23,34,14.3220779221,4.06493506494,21.1688311688,tanie/proste
61,52,26,56,27,30,34,20,19,23,56,21,12.6376470588,3.51764705882,16.3929411765,drogie/czasochlonne
41,57,54,20,19,26,31,30,39,30,31,28,11.6748768473,3.60098522167,18.684729064,drogie/czasochlonne
24,15,50,53,59,25,68,63,11,16,19,12,16.0987951807,3.66746987952,21.6722891566,tanie/proste
22,23,27,62,21,22,22,40,32,62,23,36,14.0892857143,4.35969387755,22.6836734694,tanie/proste
13,28,31,20,20,60,59,28,17,24,65,57,14.355450237,4.45023696682,19.8388625592,drogie/proste
26,40,40,18,65,30,26,29,36,28,31,30,15.4285714286,3.74686716792,19.954887218,drogie/proste
24,29,39,45,47,40,42,38,36,31,30,30,15.373549884,3.96055684455,19.8097447796,drogie/proste
10,48,42,42,10,38,45,46,38,36,45,4,13.9628712871,3.7301980198,19.5742574257,drogie/proste
31,37,7,48,45,10,52,49,13,28,15,42,14.1618037135,4.10875331565,22.7400530504,tanie/proste
24,36,23,25,30,79,28,43,50,30,24,30,16.3127962085,4.38862559242,20.5805687204,tanie/proste
56,14,61,26,11,17,48,16,58,56,16,42,10.5961995249,4.22802850356,20.6840855107,tanie/czasochlonne
31,29,21,30,60,18,19,27,20,24,56,64,15.373433584,4.15037593985,20.7794486216,tanie/proste
51,45,52,32,46,41,13,50,33,10,10,39,14.3838862559,3.72037914692,20.1753554502,drogie/proste
24,25,26,27,56,57,29,36,25,72,20,25,15.7796208531,4.3317535545,21.6232227488,tanie/proste
44,31,27,50,7,47,6,41,43,35,44,46,14.0285035629,4.39667458432,20.5914489311,tanie/proste
34,19,18,27,28,67,37,23,59,24,22,63,14.8859857482,4.6460807601,21.0166270784,tanie/proste
51,56,44,16,37,18,13,49,10,31,16,51,12.556122449,3.7806122449,21.2066326531,tanie/czasochlonne
30,29,34,0,36,46,37,36,24,33,32,39,14.4840425532,4.18085106383,21.0239361702,tanie/proste
38,36,28,28,36,32,24,29,33,35,43,24,14.2642487047,3.83160621762,19.5880829016,drogie/proste
42,39,35,25,38,42,3,38,27,26,32,30,14.7957559682,3.92572944297,19.4694960212,drogie/proste
66,33,45,48,19,23,24,13,16,51,59,26,11.4609929078,3.65011820331,17.2364066194,drogie/czasochlonne
35,36,47,34,39,2,33,30,30,46,37,37,12.3669950739,3.9039408867,20.6724137931,tanie/czasochlonne
25,73,27,26,26,62,30,32,40,23,28,30,13.9431279621,3.8981042654,18.3767772512,drogie/proste
25,28,31,33,9,52,35,5,34,41,42,41,12.6409574468,4.22340425532,18.2659574468,drogie/czasochlonne
33,34,44,41,31,31,30,36,38,33,34,37,13.8744075829,3.97630331754,19.9526066351,drogie/proste
16,44,40,49,38,37,40,51,48,17,10,14,15.5024752475,3.88613861386,21.2896039604,tanie/proste
48,31,25,35,27,34,33,31,24,58,22,24,12.8954081633,4.14540816327,20.6479591837,tanie/czasochlonne
57,63,30,30,23,43,23,27,34,26,37,30,12.6122931442,3.70685579196,18.0425531915,drogie/czasochlonne
46,20,19,61,41,17,24,16,66,45,15,22,14.4107142857,4.19132653061,20.0535714286,drogie/proste
8,46,38,48,13,36,13,45,16,54,41,19,14.1697612732,3.97612732095,21.2334217507,tanie/proste
27,30,39,28,33,39,50,31,44,27,33,34,13.978313253,3.97590361446,20.4361445783,drogie/proste
29,29,26,35,35,33,33,25,29,34,34,35,14.3713527851,4.18037135279,20.1034482759,drogie/proste
13,46,38,46,42,32,39,50,43,40,9,8,15.0369458128,4.03448275862,21.0763546798,tanie/proste
51,57,46,17,20,51,11,51,19,16,20,47,13.2931034483,3.82019704433,20.3571428571,drogie/czasochlonne
35,36,40,34,41,38,42,43,42,4,44,5,15.7846534653,3.63366336634,18.2128712871,drogie/proste
22,23,26,49,25,56,14,14,44,25,56,23,15.7161803714,4.14323607427,17.1618037135,drogie/proste
57,56,58,18,17,23,53,9,44,47,21,20,9.64775413712,3.48699763593,17.7990543735,drogie/czasochlonne
20,48,15,54,11,46,16,19,47,47,24,45,13.4183673469,4.36479591837,20.4005102041,drogie/czasochlonne
16,39,14,6,19,18,19,53,45,50,52,61,14.612244898,4.88265306122,24.6632653061,tanie/proste
16,13,16,20,64,25,49,50,52,51,12,47,16.556626506,4.64819277108,25.0795180723,tanie/proste
25,24,31,72,20,42,22,21,16,22,59,23,14.9018567639,3.79575596817,17.6923076923,drogie/proste
14,42,22,15,17,49,56,72,22,44,21,41,14.778313253,4.52048192771,25.3277108434,tanie/proste
37,53,8,33,11,43,9,44,45,40,43,38,14.4430693069,4.45792079208,20.7376237624,tanie/proste
49,42,9,50,19,16,64,21,13,22,21,51,11.2440318302,3.72148541114,19.8859416446,drogie/czasochlonne
60,12,18,52,44,22,10,42,24,48,14,46,14.4132653061,4.52295918367,22.9515306122,tanie/proste
21,21,22,57,63,23,53,46,24,19,48,18,16.7180722892,3.90602409639,20.0915662651,drogie/proste
31,24,33,30,19,32,73,28,23,59,34,29,12.3421686747,4.23855421687,21.0120481928,tanie/czasochlonne
20,15,28,23,56,63,24,34,56,25,27,51,16.8578199052,4.53317535545,21.5829383886,tanie/proste
32,31,33,25,29,28,45,22,33,27,38,33,13.2872340426,3.98670212766,19.1542553191,drogie/czasochlonne
44,40,10,42,46,47,42,48,5,9,36,30,15.7518796992,3.79197994987,19.9147869674,drogie/proste
53,44,17,61,43,51,16,59,18,12,17,13,16.0618811881,3.65841584158,19.4306930693,drogie/proste
13,21,20,54,44,13,60,21,42,21,18,50,14.3793103448,4.50132625995,21.7320954907,tanie/proste
51,27,25,21,25,46,26,16,74,56,20,35,13.4478672986,4.49526066351,20.4597156398,drogie/czasochlonne
37,30,37,30,35,37,3,32,30,38,32,36,14.6286472149,4.11140583554,20.5119363395,tanie/proste
35,41,43,6,6,42,42,45,7,42,48,49,12.1206896552,4.19458128079,21.184729064,tanie/czasochlonne
36,7,45,40,7,38,45,41,34,45,9,30,13.0477453581,4.45888594164,22.1087533156,tanie/czasochlonne
35,54,35,35,33,26,34,32,39,38,33,31,13.32,3.92941176471,20.0729411765,drogie/czasochlonne
39,44,42,46,34,39,36,4,5,41,34,42,11.6428571429,3.57142857143,17.1822660099,drogie/czasochlonne
23,26,31,54,22,26,31,31,22,28,55,28,14.4403183024,3.94694960212,19.3076923077,drogie/proste
51,17,14,21,42,50,14,17,48,34,68,16,16.4846938776,4.19897959184,17.5535714286,drogie/proste
41,15,40,47,13,8,19,75,51,19,48,45,15.0,4.55106888361,24.1140142518,tanie/proste
24,35,26,39,28,31,30,28,35,36,33,22,14.3324250681,3.98365122616,19.719346049,drogie/proste
21,17,12,41,23,47,53,14,44,17,23,65,14.2122015915,4.70822281167,21.3448275862,tanie/proste
56,46,58,66,28,22,20,54,19,19,18,19,13.0588235294,3.32,19.5341176471,drogie/czasochlonne
24,26,27,20,22,24,31,23,65,23,65,26,14.7978723404,4.26329787234,19.4122340426,drogie/proste
43,40,31,42,34,8,48,37,50,34,43,13,13.7423167849,3.74940898345,19.548463357,drogie/proste
39,49,35,25,40,36,27,43,0,40,34,47,13.5108433735,3.8843373494,20.6698795181,tanie/proste
47,56,45,50,36,7,39,2,51,59,10,13,10.6939759036,3.4578313253,17.3927710843,drogie/czasochlonne
36,38,25,48,44,5,9,30,43,36,49,58,14.2042755344,4.11401425178,21.1163895487,tanie/proste
19,48,61,33,24,19,22,56,21,21,26,56,13.078817734,4.00492610837,22.1157635468,tanie/czasochlonne
22,35,32,35,36,24,30,34,25,24,34,41,14.3924731183,3.94892473118,20.9677419355,tanie/proste
63,24,21,15,11,19,27,60,26,45,51,61,13.1016548463,4.59810874704,23.9834515366,tanie/czasochlonne
25,28,55,23,21,65,32,30,23,26,29,65,13.5592417062,4.23933649289,20.528436019,tanie/proste
39,29,25,26,35,34,36,26,65,33,35,38,14.3966745843,4.4893111639,20.5653206651,tanie/proste
26,54,62,25,29,27,14,23,18,61,27,59,11.4941176471,4.01647058824,20.0941176471,drogie/czasochlonne
33,25,29,30,25,26,26,51,28,62,29,28,14.3826530612,4.33673469388,22.9336734694,tanie/proste
36,27,40,20,77,22,31,38,29,25,28,26,15.984962406,3.69674185464,20.2481203008,drogie/proste
28,27,30,29,35,32,30,32,30,58,25,36,14.0102040816,4.36734693878,21.7857142857,tanie/proste
27,67,24,14,28,23,70,29,30,22,24,57,11.5879518072,3.86506024096,20.6409638554,tanie/czasochlonne
19,45,23,20,49,42,55,52,25,54,17,21,15.1303317536,4.11137440758,21.7417061611,tanie/proste
5,31,34,53,5,39,40,35,46,46,37,39,13.5780487805,4.43170731707,20.7390243902,tanie/proste
31,19,36,29,36,41,35,24,39,41,37,30,14.6155778894,4.15075376884,19.8040201005,drogie/proste
38,36,48,41,36,35,2,32,36,41,40,36,14.16152019,3.89073634204,19.7743467933,drogie/proste
24,29,38,29,42,38,48,35,43,35,27,28,14.7403846154,4.03365384615,20.5120192308,tanie/proste
36,53,45,28,4,38,50,28,38,29,35,37,11.4988123515,3.97387173397,18.6817102138,drogie/czasochlonne
4,41,31,31,37,47,28,35,47,34,33,8,16.0585106383,4.04521276596,20.079787234,drogie/proste
40,52,41,37,6,12,60,33,8,45,33,43,10.156097561,3.76585365854,20.4853658537,drogie/czasochlonne
42,27,43,9,41,44,45,43,49,7,32,39,15.1330166271,4.12114014252,20.1710213777,drogie/proste
52,49,16,6,7,40,48,54,54,19,44,36,13.6235294118,4.23294117647,21.5247058824,tanie/proste
35,50,41,42,25,43,40,41,10,38,4,35,12.4084158416,3.72772277228,20.8341584158,tanie/czasochlonne
13,47,43,51,46,4,37,44,32,49,50,9,14.3905882353,3.69411764706,20.2705882353,drogie/proste
26,32,33,31,38,33,24,31,50,35,32,37,14.8432835821,4.11940298507,20.9900497512,tanie/proste
18,20,25,19,23,49,66,28,64,59,22,28,14.1543942993,4.54156769596,21.8812351544,tanie/proste
10,47,6,39,38,37,27,40,30,41,39,50,15.4405940594,4.39603960396,22.1782178218,tanie/proste
60,66,65,27,22,21,20,25,25,30,30,32,10.5839243499,3.28605200946,17.1607565012,drogie/czasochlonne
42,7,37,10,46,43,33,8,42,30,34,44,14.2712765957,4.3670212766,19.2446808511,drogie/proste
49,15,20,56,50,11,45,12,40,37,23,52,13.1073170732,4.19756097561,20.6609756098,tanie/czasochlonne
39,45,48,40,10,9,44,46,8,49,45,32,11.4120481928,3.77831325301,20.5253012048,tanie/czasochlonne
46,49,14,14,24,54,21,51,16,13,41,33,15.1143617021,4.17553191489,19.0212765957,drogie/proste
40,37,46,53,45,4,38,40,34,7,40,37,13.7149643705,3.49168646081,20.2327790974,drogie/proste
14,25,15,22,55,56,71,11,13,15,50,52,15.2380952381,4.15288220551,18.6817042607,drogie/proste
35,37,30,41,4,5,28,37,50,36,45,44,12.3035714286,4.23979591837,21.8903061224,tanie/czasochlonne
48,12,12,44,16,43,10,43,60,37,46,52,15.6146572104,4.81087470449,22.6808510638,tanie/proste
16,17,25,17,18,58,24,79,61,60,18,28,16.8527315914,5.13064133017,26.0427553444,tanie/proste
21,56,57,19,59,22,18,25,44,22,63,15,14.8859857482,3.38004750594,17.0617577197,drogie/proste
29,38,33,38,31,30,34,29,47,31,27,27,14.0152284264,4.07868020305,19.6979695431,drogie/proste
45,40,35,38,39,5,10,49,45,45,42,32,14.1952941176,4.01411764706,21.8729411765,tanie/proste
54,37,30,35,40,35,29,40,33,23,34,33,14.3309692671,3.91962174941,19.4397163121,drogie/proste
19,55,20,20,62,31,17,16,27,28,49,55,14.9523809524,3.92481203008,19.1328320802,drogie/proste
18,28,25,20,21,32,26,57,25,61,31,60,14.3514851485,4.84405940594,25.3589108911,tanie/proste
26,20,56,60,25,23,33,29,23,31,27,24,13.2413793103,3.62068965517,19.7294429708,drogie/czasochlonne
8,55,55,53,54,48,17,14,10,48,38,6,14.315270936,3.30049261084,16.2438423645,drogie/proste
9,33,38,48,39,32,37,50,6,40,45,45,15.2725118483,4.22985781991,21.7037914692,tanie/proste
55,17,48,20,16,18,68,16,9,61,63,15,10.9729064039,3.70689655172,18.2487684729,drogie/czasochlonne
24,28,22,32,27,36,34,27,67,26,30,68,14.5106888361,4.59857482185,22.5201900238,tanie/proste
15,12,14,13,52,58,49,46,37,46,13,66,16.5201900238,4.92636579572,24.5106888361,tanie/proste
43,52,29,31,43,29,2,31,37,37,47,41,14.4336492891,3.91232227488,19.2772511848,drogie/proste
53,19,25,63,26,66,21,63,26,22,19,19,16.3388625592,4.0308056872,21.1469194313,tanie/proste
30,38,28,39,31,25,34,29,31,41,39,38,13.3771712159,4.14640198511,20.2903225806,drogie/czasochlonne
33,39,57,33,23,31,21,34,35,37,27,36,12.7832512315,3.83990147783,20.4753694581,drogie/czasochlonne
25,30,38,35,53,21,70,24,23,20,40,36,13.913253012,3.74939759036,18.8987951807,drogie/proste
32,68,31,47,27,18,68,31,24,23,30,26,11.7294117647,3.48470588235,18.8023529412,drogie/czasochlonne
41,6,33,38,39,30,43,38,37,8,33,30,15.4015957447,4.20744680851,20.7739361702,tanie/proste
61,44,16,18,63,62,59,20,16,22,15,27,14.4964539007,3.74468085106,17.5082742317,drogie/proste
10,39,14,49,49,18,51,13,60,50,50,12,14.9879518072,4.03855421687,19.2048192771,drogie/proste
47,41,41,35,6,50,42,10,13,45,51,42,10.9479905437,3.87234042553,17.6430260047,drogie/czasochlonne
44,34,28,31,29,40,30,29,33,32,30,25,14.1090909091,3.85454545455,19.8545454545,drogie/proste
24,13,18,63,52,27,62,63,19,26,30,18,16.9108433735,3.99518072289,22.4048192771,tanie/proste
37,36,52,44,10,3,39,5,46,38,30,37,10.0318302387,3.70291777188,18.774535809,drogie/czasochlonne
38,21,23,58,21,26,20,23,30,19,67,31,14.4615384615,4.06896551724,18.0769230769,drogie/proste
15,17,55,67,53,21,53,20,22,20,56,16,14.9518072289,3.36144578313,17.3710843373,drogie/proste
29,38,33,25,35,42,36,37,34,41,36,47,14.1177829099,4.12933025404,20.792147806,tanie/proste
38,26,22,39,21,35,65,34,26,29,58,22,13.9734939759,3.95662650602,19.1759036145,drogie/proste
13,14,54,59,26,21,15,52,54,18,30,21,16.2360742706,3.96551724138,21.7347480106,tanie/proste
31,32,21,64,28,25,26,30,31,29,32,28,14.2572944297,4.03713527851,19.8381962865,drogie/proste
37,26,50,38,40,33,32,30,37,4,36,43,14.1773399015,3.83251231527,18.9901477833,drogie/proste
51,20,45,14,59,49,17,13,53,16,15,58,14.6268292683,4.09268292683,19.3634146341,drogie/proste
8,48,45,14,10,41,15,41,41,43,37,49,13.6020408163,4.26020408163,22.193877551,tanie/proste
28,28,20,71,32,29,28,29,26,25,34,27,14.9893899204,3.93899204244,19.6312997347,drogie/proste
34,29,35,40,47,40,48,37,41,31,37,3,15.6232227488,3.74644549763,19.2535545024,drogie/proste
10,41,46,46,41,52,55,10,10,46,11,47,12.8289156627,3.75903614458,19.1614457831,drogie/czasochlonne
35,31,66,28,27,41,29,37,20,31,33,28,13.2881773399,3.71428571429,19.4556650246,drogie/czasochlonne
26,32,31,36,26,69,41,27,31,41,34,28,14.5331753555,4.12796208531,18.6232227488,drogie/proste
47,41,6,40,36,31,45,33,35,40,5,45,13.4207920792,4.32425742574,21.9504950495,tanie/czasochlonne
67,41,22,22,28,13,24,60,19,22,25,61,12.9826732673,4.11138613861,23.3440594059,tanie/czasochlonne
18,20,44,14,59,60,26,64,52,12,15,20,18.6435643564,4.40099009901,22.3168316832,tanie/proste
41,27,3,38,29,1,36,53,36,41,38,33,14.4813829787,4.35904255319,23.0292553191,tanie/proste
47,20,23,30,34,27,35,36,34,31,27,66,13.9146341463,4.4487804878,22.7073170732,tanie/proste
43,37,37,37,35,43,44,11,41,49,6,38,12.2351543943,3.95486935867,19.4014251781,drogie/czasochlonne
34,28,26,34,37,21,35,33,34,22,38,30,14.8817204301,3.99193548387,20.1370967742,drogie/proste
51,19,50,52,21,20,17,22,53,25,22,25,12.7718832891,3.7374005305,19.2228116711,drogie/czasochlonne
49,39,26,45,20,10,55,7,12,19,44,50,10.6888297872,3.67553191489,17.8882978723,drogie/czasochlonne
37,28,27,34,25,35,28,34,24,59,34,27,13.7831632653,4.16836734694,20.8545918367,tanie/proste
40,28,39,31,36,43,42,38,43,33,4,48,13.8988235294,4.35058823529,22.0517647059,tanie/proste
35,42,36,38,38,41,39,6,34,34,40,39,13.1184834123,3.72511848341,17.6658767773,drogie/czasochlonne
45,6,39,40,2,45,34,34,45,35,30,51,13.1551724138,4.52955665025,21.9137931034,tanie/czasochlonne
48,14,49,55,19,20,47,56,48,39,11,15,13.67695962,3.95486935867,22.0451306413,tanie/proste
41,38,20,12,44,10,12,46,9,48,41,55,13.9175531915,4.15957446809,23.5957446809,tanie/proste
18,23,22,62,19,59,28,25,27,31,14,49,14.5915119363,4.31830238727,20.5145888594,tanie/proste
49,19,15,18,18,47,59,10,16,23,50,52,12.6542553191,4.12234042553,18.5026595745,drogie/czasochlonne
60,18,18,35,27,23,29,27,19,57,22,57,12.1326530612,4.42857142857,22.362244898,tanie/czasochlonne
49,12,11,38,35,14,44,49,46,11,42,53,15.5272277228,4.44554455446,22.7698019802,tanie/proste
55,49,55,25,27,60,18,19,18,63,14,19,11.9763033175,3.80805687204,17.9265402844,drogie/czasochlonne
30,36,32,30,38,36,37,43,42,27,38,32,14.9691211401,4.17814726841,20.9572446556,tanie/proste
17,26,19,18,23,30,47,47,53,25,49,22,15.6861702128,4.41489361702,22.204787234,tanie/proste
49,29,34,33,28,37,37,29,28,31,40,41,13.4663461538,3.96394230769,19.0576923077,drogie/czasochlonne
31,26,26,25,32,22,29,34,32,38,35,28,14.4944134078,4.12849162011,21.1703910615,tanie/proste
26,34,32,37,34,26,78,29,29,32,27,31,13.0265060241,3.81927710843,20.1855421687,drogie/czasochlonne
19,28,22,67,25,55,25,83,32,21,25,20,17.5047393365,4.35781990521,23.3009478673,tanie/proste
44,47,17,60,14,12,19,59,20,50,17,45,12.8366336634,4.31435643564,23.6584158416,tanie/czasochlonne
2,49,34,36,33,42,35,32,41,26,46,34,15.256097561,4.06097560976,19.5414634146,drogie/proste
36,40,47,32,34,11,38,8,33,9,44,44,11.8989361702,3.42553191489,17.1223404255,drogie/czasochlonne
37,30,22,21,24,41,28,28,33,67,34,27,13.7704081633,4.32908163265,21.125,tanie/proste
33,42,38,50,15,13,45,12,11,34,56,43,11.1862244898,3.73724489796,18.0153061224,drogie/czasochlonne
44,44,54,46,55,16,50,16,16,50,21,13,12.1364705882,3.33176470588,17.5129411765,drogie/czasochlonne
40,49,39,50,44,40,41,35,36,7,8,17,14.2955665025,3.64285714286,18.3793103448,drogie/proste
7,37,47,38,43,56,6,29,36,37,40,46,15.5236966825,4.07109004739,19.9028436019,drogie/proste
46,42,59,53,45,17,19,16,45,11,16,54,12.5295508274,3.69739952719,18.5011820331,drogie/czasochlonne
36,32,37,33,27,28,30,33,31,25,38,33,13.7519582245,3.88511749347,20.0704960836,drogie/proste
12,13,12,50,45,53,34,8,30,47,41,47,15.9285714286,4.46683673469,19.8979591837,drogie/proste
24,30,84,30,33,35,29,26,29,27,28,31,12.8275862069,3.50738916256,18.5911330049,drogie/czasochlonne
22,10,22,59,51,53,16,27,50,24,15,28,17.3395225464,4.2625994695,20.6312997347,tanie/proste
19,20,27,55,53,18,50,42,18,51,21,18,15.2551020408,4.13520408163,21.875,tanie/proste
8,39,48,12,7,49,45,49,11,45,49,48,13.1512195122,4.09268292683,21.8707317073,tanie/czasochlonne
32,49,39,35,44,38,5,39,40,30,4,44,14.6917293233,4.01253132832,20.6315789474,tanie/proste
44,39,34,37,40,35,33,2,35,40,32,35,12.6822660099,3.87684729064,17.3177339901,drogie/czasochlonne
40,48,42,6,44,5,36,39,30,29,37,43,12.9674185464,3.86466165414,20.8120300752,tanie/czasochlonne
9,33,36,41,54,12,48,41,34,7,47,59,15.3919239905,4.10451306413,21.5748218527,tanie/proste
37,28,36,27,32,23,31,41,35,40,24,38,13.7576530612,4.25510204082,21.7142857143,tanie/proste
53,22,61,56,60,25,24,17,47,18,13,25,13.7007125891,3.38479809976,17.6793349169,drogie/proste
46,12,51,49,47,20,13,19,10,45,45,19,13.8989361702,3.75531914894,17.9042553191,drogie/proste
29,59,35,29,56,31,33,21,26,22,33,25,14.030075188,3.51378446115,17.5062656642,drogie/proste
36,28,28,26,28,64,29,30,40,33,27,53,14.4123222749,4.36966824645,19.808056872,drogie/proste
24,20,61,20,15,12,21,17,70,22,56,68,12.5985221675,4.37684729064,20.2118226601,drogie/czasochlonne
